Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected,
4207,Bug,Medium,App Crash,
3266,Bug,Medium,App Crash,
1673,Bug,Medium,UI Glitch,
5137,Bug,Medium,UI Glitch,
3859,Bug,Medium,UI Glitch,
3126,Bug,Medium,UI Glitch,
854,Bug,Medium,UI Glitch,
4786,Bug,Medium,UI Glitch,
1768,Bug,Medium,App Crash,
1069,Bug,Medium,UI Glitch,
527,Bug,Medium,UI Glitch,
4757,Bug,Medium,App Crash,
1454,Bug,Medium,UI Glitch,
1531,Bug,Medium,UI Glitch,
5387,Bug,Medium,App Crash,
296,Bug,Medium,App Crash,
1254,Bug,Medium,UI Glitch,
2646,Bug,Medium,UI Glitch,
1308,Bug,Medium,Data Sync Error,
728,Bug,Medium,UI Glitch,
1686,Bug,Medium,UI Glitch,
2844,Bug,Medium,UI Glitch,
3923,Bug,Medium,Data Sync Error,
215,Bug,Medium,UI Glitch,
1279,Bug,Medium,UI Glitch,
2415,Bug,Medium,UI Glitch,
2191,Bug,Medium,App Crash,
839,Bug,Medium,UI Glitch,
1113,Bug,Medium,UI Glitch,
5656,Bug,Medium,App Crash,
5375,Bug,Medium,Data Sync Error,
2028,Bug,Medium,UI Glitch,
1950,Bug,Medium,Data Sync Error,
409,Bug,Medium,Data Sync Error,
3404,Bug,Medium,App Crash,
4761,Bug,Medium,Data Sync Error,
4097,Bug,Medium,App Crash,
3553,Bug,Medium,Data Sync Error,
1482,Bug,Medium,UI Glitch,
5702,Bug,Medium,UI Glitch,
1615,Bug,Medium,UI Glitch,
730,Bug,Medium,UI Glitch,
1423,Bug,Medium,App Crash,
1659,Bug,Medium,App Crash,
3983,Bug,Medium,UI Glitch,
2031,Bug,Medium,App Crash,
3637,Bug,Medium,App Crash,
5686,Bug,Medium,App Crash,
220,Bug,Medium,App Crash,
697,Bug,Medium,UI Glitch,
4082,Bug,Medium,UI Glitch,
4937,Bug,Medium,UI Glitch,
5588,Bug,Medium,UI Glitch,
906,Bug,Medium,Data Sync Error,
4211,Bug,Medium,UI Glitch,
3393,Bug,Medium,UI Glitch,
5705,Bug,Medium,App Crash,
2832,Bug,Medium,UI Glitch,
828,Bug,Medium,Data Sync Error,
2583,Bug,Medium,UI Glitch,
766,Bug,Medium,Data Sync Error,
3676,Bug,Medium,UI Glitch,
4152,Bug,Medium,Data Sync Error,
2129,Bug,Medium,UI Glitch,
3699,Bug,Medium,UI Glitch,
2117,Bug,Medium,UI Glitch,
1386,Bug,Medium,UI Glitch,
2469,Bug,Medium,Data Sync Error,
3208,Bug,Medium,UI Glitch,
3731,Bug,Medium,UI Glitch,
2377,Bug,Medium,UI Glitch,
5710,Bug,Medium,UI Glitch,
5677,Bug,Medium,UI Glitch,
714,Bug,Medium,Data Sync Error,
3980,Bug,Medium,App Crash,
1860,Bug,Medium,UI Glitch,
3435,Bug,Medium,App Crash,
1988,Bug,Medium,App Crash,
3437,Bug,Medium,UI Glitch,
5250,Bug,Medium,App Crash,
1683,Bug,Medium,UI Glitch,
1866,Bug,Medium,UI Glitch,
5910,Bug,Medium,UI Glitch,
2780,Bug,Medium,App Crash,
4882,Bug,Medium,App Crash,
3020,Bug,Medium,Data Sync Error,
5852,Bug,Medium,UI Glitch,
1738,Bug,Medium,UI Glitch,
3991,Bug,Medium,UI Glitch,
2343,Bug,Medium,UI Glitch,
1137,Bug,Medium,Data Sync Error,
5463,Bug,Medium,Data Sync Error,
1901,Bug,Medium,UI Glitch,
2013,Bug,Medium,UI Glitch,
2780,Bug,Medium,Data Sync Error,
1080,Bug,Medium,Data Sync Error,
2533,Bug,Medium,App Crash,
82,Bug,Medium,App Crash,
5499,Login,Medium,Forgot Password,
5909,Login,Medium,Account Locked,
4954,Login,Medium,Forgot Password,
5019,Login,Medium,Forgot Password,
3082,Login,Medium,Account Locked,
5973,Login,Medium,Account Locked,
5939,Login,Medium,Forgot Password,
935,Login,Medium,Forgot Password,
378,Login,Medium,Forgot Password,
4756,Login,Medium,Forgot Password,
664,Login,Medium,Forgot Password,
5983,Login,Medium,Forgot Password,
5452,Login,Medium,Forgot Password,
5922,Login,Medium,2FA Issue,
5677,Login,Medium,Account Locked,
1943,Login,Medium,2FA Issue,
5797,Login,Medium,Forgot Password,
5840,Login,Medium,Forgot Password,
1150,Login,Medium,Forgot Password,
400,Login,Medium,Forgot Password,
3544,Login,Medium,Account Locked,
4033,Login,Medium,Forgot Password,
214,Login,Medium,Forgot Password,
4656,Login,Medium,Account Locked,
920,Login,Medium,Forgot Password,
113,Login,Medium,Forgot Password,
5416,Login,Medium,Forgot Password,
3083,Login,Medium,Forgot Password,
1246,Login,Medium,Forgot Password,
217,Login,Medium,Forgot Password,
1607,Login,Medium,Forgot Password,
3874,Login,Medium,Forgot Password,
3259,Login,Medium,Forgot Password,
5072,Login,Medium,2FA Issue,
601,Login,Medium,Forgot Password,
4826,Login,Medium,Account Locked,
5386,Login,Medium,Forgot Password,
805,Login,Medium,2FA Issue,
4468,Login,Medium,Forgot Password,
3979,Login,Medium,Forgot Password,
2426,Login,Medium,Forgot Password,
75,Login,Medium,Forgot Password,
5587,Login,Medium,Forgot Password,
1573,Login,Medium,Forgot Password,
5446,Login,Medium,Account Locked,
3652,Login,Medium,Forgot Password,
2058,Login,Medium,Forgot Password,
4804,Login,Medium,Forgot Password,
3067,Login,Medium,Forgot Password,
1810,Login,Medium,Forgot Password,
1513,Login,Medium,Account Locked,
1481,Login,Medium,2FA Issue,
3954,Login,Medium,2FA Issue,
1844,Login,Medium,Forgot Password,
2498,Login,Medium,Forgot Password,
51,Login,Medium,Account Locked,
4890,Login,Medium,Forgot Password,
2682,Login,Medium,Forgot Password,
245,Login,Medium,Forgot Password,
1762,Login,Medium,2FA Issue,
4549,Login,Medium,Forgot Password,
5844,Login,Medium,Forgot Password,
5981,Login,Medium,Forgot Password,
2314,Login,Medium,Forgot Password,
4201,Login,Medium,Account Locked,
5376,Login,Medium,Forgot Password,
36,Login,Medium,Forgot Password,
4638,Login,Medium,Forgot Password,
2328,Login,Medium,Forgot Password,
4532,Login,Medium,Forgot Password,
362,Login,Medium,Forgot Password,
3328,Login,Medium,Forgot Password,
1525,Login,Medium,Forgot Password,
2025,Login,Medium,2FA Issue,
4800,Login,Medium,Forgot Password,
975,Login,Medium,Forgot Password,
3492,Login,Medium,Forgot Password,
1898,Login,Medium,Forgot Password,
1413,Login,Medium,Forgot Password,
1374,Login,Medium,Forgot Password,
5197,Login,Medium,Forgot Password,
5935,Login,Medium,2FA Issue,
3378,Login,Medium,Account Locked,
1773,Login,Medium,Account Locked,
2590,Login,Medium,Account Locked,
5709,Login,Medium,Forgot Password,
624,Login,Medium,Forgot Password,
2289,Login,Medium,Forgot Password,
1708,Login,Medium,Forgot Password,
4270,Login,Medium,Account Locked,
1052,Login,Medium,Forgot Password,
4166,Login,Medium,Account Locked,
3354,Login,Medium,2FA Issue,
1095,Login,Medium,Forgot Password,
3745,Login,Medium,2FA Issue,
5204,Login,Medium,2FA Issue,
928,Login,Medium,Forgot Password,
364,Login,Medium,Account Locked,
3724,Login,Medium,2FA Issue,
5890,Login,Medium,Forgot Password,
2198,Login,Medium,Forgot Password,
1778,Login,Medium,Forgot Password,
3951,Login,Medium,Forgot Password,
1617,Login,Medium,Forgot Password,
1585,Login,Medium,Forgot Password,
4902,Login,Medium,Account Locked,
5440,Login,Medium,2FA Issue,
2123,Login,Medium,Account Locked,
5660,Login,Medium,Forgot Password,
3189,Login,Medium,Forgot Password,
3593,Login,Medium,Account Locked,
3123,Login,Medium,Forgot Password,
3531,Login,Medium,Forgot Password,
4734,Login,Medium,Forgot Password,
5807,Login,Medium,Forgot Password,
1486,Login,Medium,Forgot Password,
1688,Login,Medium,Account Locked,
5002,Login,Medium,Account Locked,
5758,Login,Medium,Account Locked,
4510,Login,Medium,Forgot Password,
4301,Login,Medium,Forgot Password,
1358,Login,Medium,2FA Issue,
5379,Login,Medium,Forgot Password,
2233,Login,Medium,2FA Issue,
5139,Login,Medium,Forgot Password,
591,Login,Medium,Forgot Password,
4799,Login,Medium,Forgot Password,
5869,Login,Medium,Forgot Password,
5676,Login,Medium,Account Locked,
1195,Login,Medium,Account Locked,
1173,Login,Medium,Account Locked,
3062,Login,Medium,Forgot Password,
1026,Login,Medium,Forgot Password,
978,Login,Medium,Account Locked,
2587,Login,Medium,Forgot Password,
4833,Login,Medium,Forgot Password,
57,Login,Medium,Forgot Password,
4165,Login,Medium,Forgot Password,
3481,Login,Medium,Forgot Password,
1873,Login,Medium,Forgot Password,
275,Login,Medium,Account Locked,
5103,Login,Medium,2FA Issue,
2786,Login,Medium,Account Locked,
882,Login,Medium,Forgot Password,
5266,Login,Medium,Account Locked,
2524,Login,Medium,Forgot Password,
453,Login,Medium,Forgot Password,
3163,Login,Medium,Forgot Password,
1259,Login,Medium,Forgot Password,
5733,Login,Medium,2FA Issue,
4990,Login,Medium,Forgot Password,
1038,Login,Medium,Forgot Password,
1427,Login,Medium,Account Locked,
2773,Login,Medium,2FA Issue,
3379,Login,Medium,Account Locked,
4290,Login,Medium,Forgot Password,
2211,Login,Medium,Account Locked,
2925,Login,Medium,Forgot Password,
2255,Login,Medium,Forgot Password,
1588,Login,Medium,Forgot Password,
2367,Login,Medium,Forgot Password,
5732,Login,Medium,Forgot Password,
5315,Login,Medium,Account Locked,
625,Login,Medium,Forgot Password,
3988,Login,Medium,2FA Issue,
5063,Login,Medium,Forgot Password,
5928,Login,Medium,2FA Issue,
2667,Login,Medium,2FA Issue,
4518,Login,Medium,Forgot Password,
5613,Login,Medium,Account Locked,
5327,Login,Medium,Forgot Password,
1797,Login,Medium,Account Locked,
4489,Login,Medium,Forgot Password,
4739,Login,Medium,Forgot Password,
5402,Login,Medium,Account Locked,
3810,Login,Medium,Account Locked,
4790,Login,Medium,Account Locked,
369,Login,Medium,Forgot Password,
1960,Login,Medium,Account Locked,
606,Login,Medium,2FA Issue,
2626,Login,Medium,Forgot Password,
3250,Login,Medium,Forgot Password,
2034,Login,Medium,Account Locked,
3502,Login,Medium,Forgot Password,
4028,Login,Medium,Forgot Password,
3912,Login,Medium,Forgot Password,
4,Login,Medium,Forgot Password,
25,Login,Medium,Forgot Password,
5810,Login,Medium,Forgot Password,
1329,Login,Medium,Forgot Password,
723,Login,Medium,Forgot Password,
2419,Login,Medium,Forgot Password,
4868,Login,Medium,Account Locked,
796,Login,Medium,Account Locked,
5431,Login,Medium,Forgot Password,
5316,Login,Medium,Forgot Password,
4645,Login,Medium,Forgot Password,
1632,Login,Medium,Forgot Password,
1520,Login,Medium,Forgot Password,
3426,Login,Medium,Account Locked,
5712,Login,Medium,Account Locked,
1807,Login,Medium,2FA Issue,
3160,Login,Medium,Forgot Password,
5958,Login,Medium,Forgot Password,
4931,Login,Medium,Forgot Password,
4112,Login,Medium,Forgot Password,
4403,Login,Medium,Forgot Password,
1241,Login,Medium,Forgot Password,
2916,Login,Medium,Forgot Password,
5974,Login,Medium,Forgot Password,
1238,Login,Medium,Forgot Password,
5843,Login,Medium,Forgot Password,
338,Login,Medium,Forgot Password,
3204,Login,Medium,Account Locked,
3277,Login,Medium,Account Locked,
3410,Login,Medium,Forgot Password,
3448,Login,Medium,Forgot Password,
1588,Login,Medium,Forgot Password,
2632,Login,Medium,Forgot Password,
5925,Login,Medium,Forgot Password,
5274,Login,Medium,Account Locked,
774,Login,Medium,Forgot Password,
3701,Login,Medium,Forgot Password,
525,Login,Medium,2FA Issue,
3763,Login,Medium,Forgot Password,
3689,Login,Medium,Forgot Password,
2315,Login,Medium,2FA Issue,
4312,Login,Medium,Forgot Password,
5020,Login,Medium,Account Locked,
3956,Login,Medium,Forgot Password,
2479,Login,Medium,Forgot Password,
4027,Login,Medium,Forgot Password,
2891,Login,Medium,Account Locked,
558,Login,Medium,Forgot Password,
1619,Login,Medium,Forgot Password,
1403,Login,Medium,Forgot Password,
4893,Login,Medium,Account Locked,
144,Login,Medium,Account Locked,
2304,Login,Medium,Account Locked,
2905,Login,Medium,2FA Issue,
5474,Login,Medium,Account Locked,
2322,Login,Medium,Forgot Password,
3842,Login,Medium,Forgot Password,
2393,Login,Medium,Account Locked,
2027,Login,Medium,Forgot Password,
4461,Login,Medium,Forgot Password,
916,Login,Medium,Forgot Password,
4086,Login,Medium,Forgot Password,
3532,Login,Medium,2FA Issue,
1857,Login,Medium,Account Locked,
4290,Login,Medium,Account Locked,
5424,Login,Medium,Forgot Password,
5335,Login,Medium,Forgot Password,
270,Login,Medium,Forgot Password,
1075,Login,Medium,Forgot Password,
2939,Login,Medium,Forgot Password,
3477,Login,Medium,Account Locked,
2411,Login,Medium,Forgot Password,
4760,Login,Medium,Forgot Password,
34,Login,Medium,Forgot Password,
1828,Login,Medium,2FA Issue,
3360,Login,Medium,Forgot Password,
3897,Login,Medium,Forgot Password,
3098,Login,Medium,Forgot Password,
2867,Login,Medium,Forgot Password,
4268,Login,Medium,2FA Issue,
4586,Login,Medium,Account Locked,
2777,Login,Medium,Forgot Password,
2201,Login,Medium,2FA Issue,
2026,Login,Medium,Forgot Password,
4015,Login,Medium,Forgot Password,
1728,Login,Medium,Forgot Password,
4583,Login,Medium,Forgot Password,
3866,Login,Medium,Account Locked,
2820,Login,Medium,Forgot Password,
3360,Login,Medium,Forgot Password,
840,Login,Medium,Forgot Password,
3512,Login,Medium,Forgot Password,
1218,Login,Medium,Forgot Password,
536,Login,Medium,Forgot Password,
2693,Login,Medium,Forgot Password,
5192,Login,Medium,Account Locked,
3983,Login,Medium,Forgot Password,
1857,Login,Medium,Forgot Password,
5544,Login,Medium,Forgot Password,
2625,Login,Medium,2FA Issue,
2992,Login,Medium,Forgot Password,
1075,Login,Medium,Forgot Password,
4987,Login,Medium,Forgot Password,
1867,Login,Medium,Forgot Password,
1922,Login,Medium,Forgot Password,
3838,Login,Medium,Forgot Password,
691,Login,Medium,Forgot Password,
234,Login,Medium,Forgot Password,
2239,Login,Medium,2FA Issue,
4193,Login,Medium,Forgot Password,
3879,Login,Medium,Forgot Password,
3239,Login,Medium,Forgot Password,
2241,Login,Medium,Forgot Password,
1035,Login,Medium,Forgot Password,
5208,Login,Medium,2FA Issue,
609,Login,Medium,Account Locked,
3817,Login,Medium,Forgot Password,
4505,Login,Medium,Forgot Password,
223,Login,Medium,Forgot Password,
1117,Login,Medium,Account Locked,
5282,Login,Medium,2FA Issue,
3500,Login,Medium,2FA Issue,
2856,Login,Medium,Forgot Password,
4987,Login,Medium,Forgot Password,
40,Login,Medium,Forgot Password,
4070,Login,Medium,Forgot Password,
4206,Login,Medium,Forgot Password,
9,Login,Medium,2FA Issue,
3489,Login,Medium,2FA Issue,
765,Login,Medium,Forgot Password,
2410,Login,Medium,Forgot Password,
5343,Login,Medium,Forgot Password,
3081,Login,Medium,Forgot Password,
2947,Login,Medium,Account Locked,
300,Login,Medium,Forgot Password,
68,Login,Medium,Forgot Password,
3705,Login,Medium,Forgot Password,
4227,Login,Medium,Account Locked,
5176,Login,Medium,Forgot Password,
2692,Login,Medium,Forgot Password,
5649,Login,Medium,Forgot Password,
2067,Login,Medium,2FA Issue,
644,Login,Medium,Forgot Password,
641,Login,Medium,Forgot Password,
4972,Login,Medium,Forgot Password,
3094,Login,Medium,Forgot Password,
217,Login,Medium,Forgot Password,
2724,Login,Medium,Forgot Password,
2004,Login,Medium,Account Locked,
1872,Login,Medium,Forgot Password,
4054,Login,Medium,Account Locked,
2442,Login,Medium,Forgot Password,
2225,Login,Medium,Account Locked,
2473,Login,Medium,Forgot Password,
1829,Login,Medium,2FA Issue,
3474,Login,Medium,Forgot Password,
2360,Login,Medium,Forgot Password,
1837,Login,Medium,Account Locked,
5995,Login,Medium,Account Locked,
2560,Login,Medium,Account Locked,
5598,Login,Medium,Forgot Password,
1597,Login,Medium,Forgot Password,
5323,Login,Medium,Forgot Password,
879,Login,Medium,Forgot Password,
5523,Login,Medium,Forgot Password,
4658,Login,Medium,2FA Issue,
3097,Login,Medium,2FA Issue,
5311,Login,Medium,Forgot Password,
2412,Login,Medium,2FA Issue,
4311,Login,Medium,Forgot Password,
5764,Login,Medium,Forgot Password,
2693,Login,Medium,Account Locked,
4879,Login,Medium,Forgot Password,
191,Login,Medium,Account Locked,
4229,Login,Medium,Forgot Password,
3227,Login,Medium,Forgot Password,
1044,Login,Medium,Account Locked,
3618,Login,Medium,Forgot Password,
5812,Login,Medium,Forgot Password,
1044,Login,Medium,Forgot Password,
27,Login,Medium,Forgot Password,
3223,Login,Medium,Forgot Password,
4749,Login,Medium,2FA Issue,
1502,Login,Medium,Forgot Password,
1885,Login,Medium,Forgot Password,
2321,Login,Medium,Forgot Password,
3786,Login,Medium,2FA Issue,
1226,Login,Medium,Forgot Password,
3019,Login,Medium,Forgot Password,
1977,Login,Medium,Account Locked,
3431,Login,Medium,Forgot Password,
1227,Login,Medium,Forgot Password,
3163,Login,Medium,Forgot Password,
4011,Login,Medium,Forgot Password,
2302,Login,Medium,Forgot Password,
2459,Login,Medium,Forgot Password,
3914,Login,Medium,Forgot Password,
1898,Login,Medium,Forgot Password,
4065,Login,Medium,Forgot Password,
1646,Login,Medium,Forgot Password,
3294,Login,Medium,Forgot Password,
4530,Login,Medium,Forgot Password,
3789,Login,Medium,Forgot Password,
233,Login,Medium,Forgot Password,
3779,Login,Medium,Forgot Password,
2248,Login,Medium,Forgot Password,
2849,Login,Medium,Forgot Password,
3938,Login,Medium,Account Locked,
4525,Login,Medium,Account Locked,
1239,Login,Medium,Forgot Password,
4021,Login,Medium,Account Locked,
4883,Login,Medium,2FA Issue,
2806,Login,Medium,Forgot Password,
1720,Login,Medium,Forgot Password,
1649,Login,Medium,Forgot Password,
4826,Login,Medium,Forgot Password,
1468,Login,Medium,Account Locked,
2220,Payment,Medium,Payment Failed,
3482,Payment,Medium,Refund Request,
432,Payment,Medium,Payment Failed,
4867,Payment,Medium,Invoice Inquiry,
4381,Payment,Medium,Payment Failed,
1701,Payment,Medium,Payment Failed,
599,Payment,Medium,Payment Failed,
2459,Payment,Medium,Payment Failed,
3680,Payment,Medium,Payment Failed,
3438,Payment,Medium,Refund Request,
4742,Payment,Medium,Payment Failed,
3666,Payment,Medium,Payment Failed,
874,Payment,Medium,Payment Failed,
3577,Payment,Medium,Refund Request,
4123,Payment,Medium,Payment Failed,
5708,Payment,Medium,Payment Failed,
3903,Payment,Medium,Payment Failed,
2973,Payment,Medium,Payment Failed,
5164,Payment,Medium,Payment Failed,
5641,Payment,Medium,Invoice Inquiry,
760,Payment,Medium,Payment Failed,
4043,Payment,Medium,Payment Failed,
5259,Payment,Medium,Payment Failed,
502,Payment,Medium,Payment Failed,
4353,Payment,Medium,Refund Request,
950,Payment,Medium,Payment Failed,
4055,Payment,Medium,Payment Failed,
2163,Payment,Medium,Payment Failed,
649,Payment,Medium,Refund Request,
1558,Payment,Medium,Invoice Inquiry,
3313,Payment,Medium,Invoice Inquiry,
3573,Payment,Medium,Payment Failed,
3138,Payment,Medium,Invoice Inquiry,
5898,Payment,Medium,Payment Failed,
3839,Payment,Medium,Invoice Inquiry,
3286,Payment,Medium,Refund Request,
728,Payment,Medium,Payment Failed,
873,Payment,Medium,Invoice Inquiry,
4588,Payment,Medium,Payment Failed,
3712,Payment,Medium,Payment Failed,
2093,Payment,Medium,Invoice Inquiry,
5241,Payment,Medium,Invoice Inquiry,
3669,Payment,Medium,Payment Failed,
3142,Payment,Medium,Payment Failed,
