Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected
5170,Bug,Medium,App Crash
5201,Bug,Medium,App Crash
5203,Bug,Medium,App Crash
5215,Bug,Medium,App Crash
5248,Bug,Medium,UI Glitch
5251,Bug,Medium,UI Glitch
5271,Bug,Medium,UI Glitch
5284,Bug,Medium,UI Glitch
5297,Bug,Medium,Data Sync Error
5305,Bug,Medium,UI Glitch
5313,Bug,Medium,UI Glitch
5353,Bug,Medium,App Crash
5363,Bug,Medium,UI Glitch
5375,Bug,Medium,Data Sync Error
5401,Bug,Medium,UI Glitch
5431,Bug,Medium,Data Sync Error
5464,Bug,Medium,UI Glitch
5469,Bug,Medium,Data Sync Error
5476,Bug,Medium,UI Glitch
5494,Bug,Medium,UI Glitch
5507,Bug,Medium,UI Glitch
5516,Bug,Medium,UI Glitch
5527,Bug,Medium,Data Sync Error
5567,Bug,Medium,UI Glitch
5578,Bug,Medium,UI Glitch
5581,Bug,Medium,UI Glitch
5582,Bug,Medium,UI Glitch
5594,Bug,Medium,UI Glitch
5599,Bug,Medium,Data Sync Error
5600,Bug,Medium,App Crash
5602,Bug,Medium,UI Glitch
5617,Bug,Medium,App Crash
5626,Bug,Medium,App Crash
5632,Bug,Medium,UI Glitch
5633,Bug,Medium,App Crash
5639,Bug,Medium,UI Glitch
5666,Bug,Medium,UI Glitch
5693,Bug,Medium,UI Glitch
5754,Bug,Medium,App Crash
5755,Bug,Medium,App Crash
5778,Bug,Medium,Data Sync Error
5833,Bug,Medium,UI Glitch
5836,Bug,Medium,UI Glitch
5842,Bug,Medium,UI Glitch
5855,Bug,Medium,UI Glitch
5878,Bug,Medium,Data Sync Error
5880,Bug,Medium,Data Sync Error
5886,Bug,Medium,UI Glitch
5900,Bug,Medium,UI Glitch
5914,Bug,Medium,Data Sync Error
5952,Bug,Medium,Data Sync Error
5955,Bug,Medium,App Crash
5962,Bug,Medium,App Crash
18,Login,Medium,Forgot Password
21,Login,Medium,Account Locked
52,Login,Medium,Forgot Password
67,Login,Medium,Forgot Password
91,Login,Medium,Account Locked
94,Login,Medium,Account Locked
105,Login,Medium,Forgot Password
110,Login,Medium,Forgot Password
123,Login,Medium,Forgot Password
142,Login,Medium,Forgot Password
179,Login,Medium,Forgot Password
187,Login,Medium,Forgot Password
198,Login,Medium,Forgot Password
208,Login,Medium,2FA Issue
218,Login,Medium,Account Locked
231,Login,Medium,2FA Issue
239,Login,Medium,Forgot Password
244,Login,Medium,Forgot Password
269,Login,Medium,Forgot Password
302,Login,Medium,Forgot Password
318,Login,Medium,Account Locked
326,Login,Medium,Forgot Password
344,Login,Medium,Forgot Password
363,Login,Medium,Account Locked
385,Login,Medium,Forgot Password
405,Login,Medium,Forgot Password
436,Login,Medium,Forgot Password
445,Login,Medium,Forgot Password
453,Login,Medium,Forgot Password
497,Login,Medium,Forgot Password
518,Login,Medium,Forgot Password
523,Login,Medium,Forgot Password
532,Login,Medium,Forgot Password
550,Login,Medium,2FA Issue
569,Login,Medium,Forgot Password
601,Login,Medium,Account Locked
642,Login,Medium,Forgot Password
662,Login,Medium,2FA Issue
667,Login,Medium,Forgot Password
673,Login,Medium,Forgot Password
683,Login,Medium,Forgot Password
702,Login,Medium,Forgot Password
716,Login,Medium,Forgot Password
724,Login,Medium,Forgot Password
735,Login,Medium,Account Locked
744,Login,Medium,Forgot Password
759,Login,Medium,Forgot Password
772,Login,Medium,Forgot Password
781,Login,Medium,Forgot Password
800,Login,Medium,Forgot Password
846,Login,Medium,Account Locked
870,Login,Medium,2FA Issue
871,Login,Medium,2FA Issue
873,Login,Medium,Forgot Password
878,Login,Medium,Forgot Password
880,Login,Medium,Account Locked
910,Login,Medium,Forgot Password
917,Login,Medium,Forgot Password
959,Login,Medium,Forgot Password
1041,Login,Medium,2FA Issue
1044,Login,Medium,Forgot Password
1054,Login,Medium,Forgot Password
1078,Login,Medium,Forgot Password
1084,Login,Medium,Forgot Password
1091,Login,Medium,Account Locked
1110,Login,Medium,Forgot Password
1142,Login,Medium,Forgot Password
1158,Login,Medium,Forgot Password
1196,Login,Medium,Forgot Password
1212,Login,Medium,Forgot Password
1222,Login,Medium,Forgot Password
1251,Login,Medium,Forgot Password
1254,Login,Medium,Forgot Password
1267,Login,Medium,2FA Issue
1307,Login,Medium,Forgot Password
1317,Login,Medium,Forgot Password
1341,Login,Medium,Forgot Password
1352,Login,Medium,Forgot Password
1353,Login,Medium,Forgot Password
1393,Login,Medium,Forgot Password
1406,Login,Medium,Forgot Password
1413,Login,Medium,2FA Issue
1436,Login,Medium,Account Locked
1439,Login,Medium,Account Locked
1473,Login,Medium,Account Locked
1485,Login,Medium,Forgot Password
1499,Login,Medium,Forgot Password
1503,Login,Medium,Forgot Password
1514,Login,Medium,Forgot Password
1518,Login,Medium,Account Locked
1528,Login,Medium,Forgot Password
1530,Login,Medium,Account Locked
1554,Login,Medium,2FA Issue
1578,Login,Medium,Forgot Password
1632,Login,Medium,2FA Issue
1638,Login,Medium,2FA Issue
1703,Login,Medium,Forgot Password
1716,Login,Medium,Account Locked
1719,Login,Medium,2FA Issue
1723,Login,Medium,Forgot Password
1732,Login,Medium,Forgot Password
1759,Login,Medium,Forgot Password
1778,Login,Medium,Forgot Password
1790,Login,Medium,Forgot Password
1798,Login,Medium,Forgot Password
1803,Login,Medium,Account Locked
1829,Login,Medium,2FA Issue
1845,Login,Medium,Account Locked
1853,Login,Medium,Forgot Password
1859,Login,Medium,Forgot Password
1885,Login,Medium,Account Locked
1916,Login,Medium,Forgot Password
1932,Login,Medium,Forgot Password
1948,Login,Medium,Forgot Password
1955,Login,Medium,Forgot Password
1962,Login,Medium,Forgot Password
1998,Login,Medium,Account Locked
2023,Login,Medium,Account Locked
2039,Login,Medium,Account Locked
2062,Login,Medium,Forgot Password
2064,Login,Medium,Forgot Password
2066,Login,Medium,2FA Issue
2083,Login,Medium,Forgot Password
2095,Login,Medium,2FA Issue
2109,Login,Medium,Forgot Password
2127,Login,Medium,Forgot Password
2141,Login,Medium,Forgot Password
2144,Login,Medium,Forgot Password
2145,Login,Medium,Account Locked
2156,Login,Medium,Account Locked
2181,Login,Medium,Account Locked
2185,Login,Medium,Forgot Password
2186,Login,Medium,Forgot Password
2196,Login,Medium,Account Locked
2216,Login,Medium,Forgot Password
2220,Login,Medium,Forgot Password
2255,Login,Medium,Forgot Password
2261,Login,Medium,Forgot Password
2281,Login,Medium,Forgot Password
2334,Login,Medium,Forgot Password
2336,Login,Medium,Account Locked
2338,Login,Medium,2FA Issue
2346,Login,Medium,Account Locked
2348,Login,Medium,Forgot Password
2364,Login,Medium,Account Locked
2366,Login,Medium,Forgot Password
2369,Login,Medium,Forgot Password
2385,Login,Medium,Forgot Password
2396,Login,Medium,Forgot Password
2403,Login,Medium,2FA Issue
2415,Login,Medium,Forgot Password
2426,Login,Medium,Forgot Password
2443,Login,Medium,Account Locked
2495,Login,Medium,2FA Issue
2547,Login,Medium,Account Locked
2568,Login,Medium,Forgot Password
2573,Login,Medium,Account Locked
2591,Login,Medium,Forgot Password
2618,Login,Medium,Forgot Password
2619,Login,Medium,Forgot Password
2622,Login,Medium,Forgot Password
2637,Login,Medium,Forgot Password
2638,Login,Medium,Account Locked
2651,Login,Medium,Forgot Password
2674,Login,Medium,2FA Issue
2684,Login,Medium,Forgot Password
2701,Login,Medium,2FA Issue
2726,Login,Medium,2FA Issue
2742,Login,Medium,Forgot Password
2802,Login,Medium,Account Locked
2839,Login,Medium,Forgot Password
2849,Login,Medium,Account Locked
2853,Login,Medium,Forgot Password
2886,Login,Medium,Forgot Password
2907,Login,Medium,Account Locked
2921,Login,Medium,Account Locked
2929,Login,Medium,Account Locked
2939,Login,Medium,Forgot Password
2978,Login,Medium,Account Locked
2981,Login,Medium,2FA Issue
2984,Login,Medium,Forgot Password
2993,Login,Medium,Forgot Password
3026,Login,Medium,Account Locked
3054,Login,Medium,Forgot Password
3062,Login,Medium,Forgot Password
3096,Login,Medium,Forgot Password
3099,Login,Medium,Forgot Password
3106,Login,Medium,Forgot Password
3114,Login,Medium,Forgot Password
3126,Login,Medium,Forgot Password
3134,Login,Medium,Forgot Password
3145,Login,Medium,Forgot Password
3163,Login,Medium,Account Locked
3167,Login,Medium,Account Locked
3170,Login,Medium,Forgot Password
3174,Login,Medium,Forgot Password
3198,Login,Medium,Forgot Password
3213,Login,Medium,Forgot Password
3215,Login,Medium,Forgot Password
3217,Login,Medium,Account Locked
3218,Login,Medium,Account Locked
3254,Login,Medium,2FA Issue
3284,Login,Medium,Forgot Password
3299,Login,Medium,Forgot Password
3301,Login,Medium,Forgot Password
3320,Login,Medium,Forgot Password
3332,Login,Medium,Forgot Password
3348,Login,Medium,Forgot Password
3365,Login,Medium,Forgot Password
3383,Login,Medium,Forgot Password
3393,Login,Medium,Forgot Password
3408,Login,Medium,Forgot Password
3415,Login,Medium,Forgot Password
3440,Login,Medium,Account Locked
3467,Login,Medium,Account Locked
3484,Login,Medium,Forgot Password
3485,Login,Medium,Forgot Password
3499,Login,Medium,Forgot Password
3508,Login,Medium,Forgot Password
3514,Login,Medium,Forgot Password
3528,Login,Medium,Account Locked
3535,Login,Medium,Forgot Password
3541,Login,Medium,Forgot Password
3547,Login,Medium,2FA Issue
3568,Login,Medium,Forgot Password
3572,Login,Medium,Forgot Password
3586,Login,Medium,2FA Issue
3590,Login,Medium,Forgot Password
3591,Login,Medium,Account Locked
3596,Login,Medium,Forgot Password
3615,Login,Medium,Forgot Password
3671,Login,Medium,Forgot Password
3675,Login,Medium,Account Locked
3680,Login,Medium,Forgot Password
3692,Login,Medium,Forgot Password
3700,Login,Medium,Forgot Password
3705,Login,Medium,Account Locked
3727,Login,Medium,Account Locked
3735,Login,Medium,Account Locked
3752,Login,Medium,2FA Issue
3756,Login,Medium,Account Locked
3776,Login,Medium,Forgot Password
3782,Login,Medium,Forgot Password
3784,Login,Medium,Account Locked
3814,Login,Medium,Forgot Password
3834,Login,Medium,Forgot Password
3851,Login,Medium,Forgot Password
3912,Login,Medium,Forgot Password
3920,Login,Medium,2FA Issue
3923,Login,Medium,Account Locked
3942,Login,Medium,Account Locked
3954,Login,Medium,Forgot Password
3957,Login,Medium,Forgot Password
3966,Login,Medium,Forgot Password
3974,Login,Medium,Forgot Password
4002,Login,Medium,Forgot Password
4017,Login,Medium,Account Locked
4018,Login,Medium,Forgot Password
4028,Login,Medium,Forgot Password
4037,Login,Medium,Forgot Password
4049,Login,Medium,2FA Issue
4054,Login,Medium,Forgot Password
4060,Login,Medium,Forgot Password
4063,Login,Medium,Forgot Password
4079,Login,Medium,Forgot Password
4085,Login,Medium,2FA Issue
4104,Login,Medium,Account Locked
4130,Login,Medium,Forgot Password
4150,Login,Medium,2FA Issue
4159,Login,Medium,Forgot Password
4166,Login,Medium,Forgot Password
4187,Login,Medium,Forgot Password
4194,Login,Medium,Forgot Password
4204,Login,Medium,Account Locked
4207,Login,Medium,Forgot Password
4208,Login,Medium,Forgot Password
4234,Login,Medium,Forgot Password
4251,Login,Medium,Forgot Password
4254,Login,Medium,Forgot Password
4255,Login,Medium,Forgot Password
4280,Login,Medium,Forgot Password
4296,Login,Medium,Account Locked
4300,Login,Medium,Forgot Password
4326,Login,Medium,Forgot Password
4328,Login,Medium,Forgot Password
4347,Login,Medium,2FA Issue
4377,Login,Medium,Forgot Password
4382,Login,Medium,Forgot Password
4428,Login,Medium,Forgot Password
4436,Login,Medium,Forgot Password
4456,Login,Medium,Forgot Password
4461,Login,Medium,Forgot Password
4462,Login,Medium,Forgot Password
4466,Login,Medium,Forgot Password
4487,Login,Medium,2FA Issue
4495,Login,Medium,Forgot Password
4499,Login,Medium,Forgot Password
4509,Login,Medium,Forgot Password
4517,Login,Medium,Forgot Password
4527,Login,Medium,Forgot Password
4558,Login,Medium,2FA Issue
4576,Login,Medium,Account Locked
4578,Login,Medium,Forgot Password
4586,Login,Medium,Forgot Password
4588,Login,Medium,Forgot Password
4603,Login,Medium,Account Locked
4643,Login,Medium,2FA Issue
4653,Login,Medium,2FA Issue
4667,Login,Medium,Forgot Password
4671,Login,Medium,Forgot Password
4676,Login,Medium,Forgot Password
4680,Login,Medium,Forgot Password
4690,Login,Medium,Forgot Password
4694,Login,Medium,2FA Issue
4710,Login,Medium,2FA Issue
4728,Login,Medium,Forgot Password
4729,Login,Medium,Forgot Password
4750,Login,Medium,Forgot Password
4752,Login,Medium,Forgot Password
4763,Login,Medium,Account Locked
4790,Login,Medium,Forgot Password
4819,Login,Medium,Forgot Password
4836,Login,Medium,Forgot Password
4843,Login,Medium,Account Locked
4862,Login,Medium,Forgot Password
4875,Login,Medium,Forgot Password
4881,Login,Medium,Forgot Password
4885,Login,Medium,2FA Issue
4892,Login,Medium,Forgot Password
4929,Login,Medium,Forgot Password
4940,Login,Medium,Forgot Password
4956,Login,Medium,Forgot Password
4980,Login,Medium,Forgot Password
4991,Login,Medium,Forgot Password
5014,Login,Medium,Account Locked
5018,Login,Medium,Forgot Password
5019,Login,Medium,Account Locked
5034,Login,Medium,Forgot Password
5043,Login,Medium,Account Locked
5053,Login,Medium,Forgot Password
5071,Login,Medium,2FA Issue
5082,Login,Medium,Forgot Password
5090,Login,Medium,Forgot Password
5091,Login,Medium,Account Locked
5092,Login,Medium,Account Locked
5104,Login,Medium,Account Locked
5122,Login,Medium,Forgot Password
5199,Login,Medium,Forgot Password
5226,Login,Medium,Forgot Password
5256,Login,Medium,Forgot Password
5266,Login,Medium,Forgot Password
5274,Login,Medium,2FA Issue
5291,Login,Medium,2FA Issue
5328,Login,Medium,Forgot Password
5342,Login,Medium,2FA Issue
5346,Login,Medium,Forgot Password
5364,Login,Medium,Forgot Password
5384,Login,Medium,Account Locked
5408,Login,Medium,Forgot Password
5422,Login,Medium,Account Locked
5444,Login,Medium,Forgot Password
5472,Login,Medium,Forgot Password
5477,Login,Medium,Account Locked
5482,Login,Medium,Forgot Password
5499,Login,Medium,Forgot Password
5501,Login,Medium,Forgot Password
5514,Login,Medium,Forgot Password
5518,Login,Medium,Forgot Password
5540,Login,Medium,2FA Issue
5555,Login,Medium,Forgot Password
5557,Login,Medium,Forgot Password
5560,Login,Medium,Forgot Password
5575,Login,Medium,2FA Issue
5588,Login,Medium,Forgot Password
5593,Login,Medium,Forgot Password
5611,Login,Medium,Account Locked
5612,Login,Medium,Forgot Password
5659,Login,Medium,Forgot Password
5679,Login,Medium,Forgot Password
5698,Login,Medium,Forgot Password
5712,Login,Medium,Forgot Password
5742,Login,Medium,Forgot Password
5751,Login,Medium,Forgot Password
5760,Login,Medium,Forgot Password
5764,Login,Medium,Forgot Password
5772,Login,Medium,Forgot Password
5774,Login,Medium,Forgot Password
5781,Login,Medium,Forgot Password
5797,Login,Medium,Forgot Password
5810,Login,Medium,Forgot Password
5828,Login,Medium,Forgot Password
5829,Login,Medium,Forgot Password
5832,Login,Medium,Forgot Password
5890,Login,Medium,Account Locked
5912,Login,Medium,Account Locked
5915,Login,Medium,Forgot Password
5921,Login,Medium,Account Locked
5930,Login,Medium,2FA Issue
5951,Login,Medium,Forgot Password
5960,Login,Medium,Forgot Password
5968,Login,Medium,Forgot Password
5986,Login,Medium,Forgot Password
5998,Login,Medium,Account Locked
45,Payment,Medium,Payment Failed
70,Payment,Medium,Refund Request
87,Payment,Medium,Payment Failed
90,Payment,Medium,Invoice Inquiry
108,Payment,Medium,Payment Failed
126,Payment,Medium,Payment Failed
132,Payment,Medium,Payment Failed
138,Payment,Medium,Payment Failed
157,Payment,Medium,Payment Failed
172,Payment,Medium,Refund Request
227,Payment,Medium,Payment Failed
229,Payment,Medium,Payment Failed
252,Payment,Medium,Payment Failed
273,Payment,Medium,Refund Request
306,Payment,Medium,Payment Failed
310,Payment,Medium,Payment Failed
320,Payment,Medium,Payment Failed
375,Payment,Medium,Payment Failed
378,Payment,Medium,Payment Failed
411,Payment,Medium,Invoice Inquiry
413,Payment,Medium,Payment Failed
416,Payment,Medium,Payment Failed
420,Payment,Medium,Payment Failed
440,Payment,Medium,Payment Failed
444,Payment,Medium,Refund Request
458,Payment,Medium,Payment Failed
460,Payment,Medium,Payment Failed
462,Payment,Medium,Payment Failed
467,Payment,Medium,Refund Request
468,Payment,Medium,Invoice Inquiry
494,Payment,Medium,Invoice Inquiry
533,Payment,Medium,Payment Failed
541,Payment,Medium,Invoice Inquiry
545,Payment,Medium,Payment Failed
552,Payment,Medium,Invoice Inquiry
564,Payment,Medium,Refund Request
567,Payment,Medium,Payment Failed
587,Payment,Medium,Invoice Inquiry
588,Payment,Medium,Payment Failed
614,Payment,Medium,Payment Failed
621,Payment,Medium,Invoice Inquiry
635,Payment,Medium,Invoice Inquiry
646,Payment,Medium,Payment Failed
651,Payment,Medium,Payment Failed
681,Payment,Medium,Payment Failed
691,Payment,Medium,Refund Request
695,Payment,Medium,Payment Failed
707,Payment,Medium,Invoice Inquiry
740,Payment,Medium,Refund Request
760,Payment,Medium,Refund Request
776,Payment,Medium,Refund Request
794,Payment,Medium,Payment Failed
805,Payment,Medium,Refund Request
819,Payment,Medium,Payment Failed
836,Payment,Medium,Refund Request
863,Payment,Medium,Payment Failed
889,Payment,Medium,Payment Failed
897,Payment,Medium,Refund Request
907,Payment,Medium,Payment Failed
950,Payment,Medium,Refund Request
957,Payment,Medium,Invoice Inquiry
993,Payment,Medium,Refund Request
995,Payment,Medium,Refund Request
1000,Payment,Medium,Refund Request
1011,Payment,Medium,Payment Failed
1018,Payment,Medium,Refund Request
1019,Payment,Medium,Payment Failed
1024,Payment,Medium,Payment Failed
1055,Payment,Medium,Invoice Inquiry
1056,Payment,Medium,Payment Failed
1096,Payment,Medium,Payment Failed
1102,Payment,Medium,Payment Failed
1105,Payment,Medium,Refund Request
1107,Payment,Medium,Payment Failed
1115,Payment,Medium,Payment Failed
1124,Payment,Medium,Refund Request
1125,Payment,Medium,Payment Failed
1149,Payment,Medium,Payment Failed
1160,Payment,Medium,Payment Failed
1172,Payment,Medium,Invoice Inquiry
1185,Payment,Medium,Payment Failed
1194,Payment,Medium,Payment Failed
1199,Payment,Medium,Payment Failed
1233,Payment,Medium,Payment Failed
1243,Payment,Medium,Payment Failed
1244,Payment,Medium,Payment Failed
1283,Payment,Medium,Payment Failed
1289,Payment,Medium,Refund Request
1306,Payment,Medium,Payment Failed
1334,Payment,Medium,Payment Failed
1343,Payment,Medium,Payment Failed
1344,Payment,Medium,Payment Failed
1348,Payment,Medium,Invoice Inquiry
1373,Payment,Medium,Invoice Inquiry
1388,Payment,Medium,Payment Failed
1391,Payment,Medium,Invoice Inquiry
1392,Payment,Medium,Payment Failed
1395,Payment,Medium,Invoice Inquiry
1408,Payment,Medium,Payment Failed
1421,Payment,Medium,Payment Failed
1425,Payment,Medium,Payment Failed
1438,Payment,Medium,Payment Failed
1443,Payment,Medium,Payment Failed
1446,Payment,Medium,Payment Failed
1459,Payment,Medium,Invoice Inquiry
1466,Payment,Medium,Payment Failed
1481,Payment,Medium,Payment Failed
1504,Payment,Medium,Payment Failed
1516,Payment,Medium,Payment Failed
1517,Payment,Medium,Payment Failed
1544,Payment,Medium,Payment Failed
1567,Payment,Medium,Payment Failed
1576,Payment,Medium,Payment Failed
1656,Payment,Medium,Refund Request
1657,Payment,Medium,Refund Request
1666,Payment,Medium,Payment Failed
1674,Payment,Medium,Refund Request
1690,Payment,Medium,Payment Failed
1694,Payment,Medium,Payment Failed
1729,Payment,Medium,Refund Request
